192.168.169.59:2017-03-13T16:15:05Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 16:15:04" [deviceTime]="Mar 13 2017 16:15:04" [msg]="Network connection detected:UtcTime: 2017-03-13 16:15:03.066ProcessGuid: {0031B1CC-B342-58C6-0000-001078DA0000}ProcessId: 776Image: C:\\Windows\\System32\\svchost.exeUser: NT AUTHORITY\\SYSTEMProtocol: tcpInitiated: falseSourceIsIpv6: falseSourceIp: 192.168.169.59SourceHostname: DC.OrgC_Domain.localSourcePort: 49154SourcePortName: DestinationIsIpv6: falseDestinationIp: 192.168.169.57DestinationHostname: DestinationPort: 36046DestinationPortName: "
192.168.169.59:2017-03-13T20:50:19Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 20:50:17" [deviceTime]="Mar 13 2017 20:50:17" [msg]="Network connection detected:UtcTime: 2017-03-13 20:50:16.874ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55080SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T20:52:32Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 20:52:31" [deviceTime]="Mar 13 2017 20:52:31" [msg]="Network connection detected:UtcTime: 2017-03-13 20:52:30.390ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55086SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T20:56:19Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 20:56:18" [deviceTime]="Mar 13 2017 20:56:18" [msg]="Network connection detected:UtcTime: 2017-03-13 20:56:16.969ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55119SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T20:58:32Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 20:58:31" [deviceTime]="Mar 13 2017 20:58:31" [msg]="Network connection detected:UtcTime: 2017-03-13 20:58:30.502ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55128SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:02:19Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:02:18" [deviceTime]="Mar 13 2017 21:02:18" [msg]="Network connection detected:UtcTime: 2017-03-13 21:02:17.047ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55164SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:04:32Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:04:31" [deviceTime]="Mar 13 2017 21:04:31" [msg]="Network connection detected:UtcTime: 2017-03-13 21:04:30.597ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55181SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:08:19Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:08:18" [deviceTime]="Mar 13 2017 21:08:18" [msg]="Network connection detected:UtcTime: 2017-03-13 21:08:17.127ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55211SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:10:32Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:10:31" [deviceTime]="Mar 13 2017 21:10:31" [msg]="Network connection detected:UtcTime: 2017-03-13 21:10:30.674ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55232SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:14:19Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:14:18" [deviceTime]="Mar 13 2017 21:14:18" [msg]="Network connection detected:UtcTime: 2017-03-13 21:14:17.222ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55259SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:16:32Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:16:31" [deviceTime]="Mar 13 2017 21:16:31" [msg]="Network connection detected:UtcTime: 2017-03-13 21:16:30.800ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55268SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:20:19Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:20:18" [deviceTime]="Mar 13 2017 21:20:18" [msg]="Network connection detected:UtcTime: 2017-03-13 21:20:17.303ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55288SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:22:33Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:22:32" [deviceTime]="Mar 13 2017 21:22:32" [msg]="Network connection detected:UtcTime: 2017-03-13 21:22:30.912ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55294SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:26:19Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:26:18" [deviceTime]="Mar 13 2017 21:26:18" [msg]="Network connection detected:UtcTime: 2017-03-13 21:26:17.380ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55317SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:28:33Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:28:32" [deviceTime]="Mar 13 2017 21:28:32" [msg]="Network connection detected:UtcTime: 2017-03-13 21:28:31.005ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55336SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:32:19Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:32:18" [deviceTime]="Mar 13 2017 21:32:18" [msg]="Network connection detected:UtcTime: 2017-03-13 21:32:17.475ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55358SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:34:33Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:34:32" [deviceTime]="Mar 13 2017 21:34:32" [msg]="Network connection detected:UtcTime: 2017-03-13 21:34:31.069ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55367SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:38:19Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:38:18" [deviceTime]="Mar 13 2017 21:38:18" [msg]="Network connection detected:UtcTime: 2017-03-13 21:38:17.552ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55387SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:40:33Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:40:32" [deviceTime]="Mar 13 2017 21:40:32" [msg]="Network connection detected:UtcTime: 2017-03-13 21:40:31.161ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55398SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:44:19Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:44:18" [deviceTime]="Mar 13 2017 21:44:18" [msg]="Network connection detected:UtcTime: 2017-03-13 21:44:17.633ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55427SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:46:33Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:46:32" [deviceTime]="Mar 13 2017 21:46:32" [msg]="Network connection detected:UtcTime: 2017-03-13 21:46:31.241ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55438SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
192.168.169.59:2017-03-13T21:50:19Z DC.OrgC_Domain.local 192.168.169.59 AccelOps-WUA-WinLog-Microsoft-Windows-Sysmon/Operational [monitorStatus]="Success" [Locale]="en-GB" [MachineGuid]="0031b1cc-f526-488c-bd3b-41b2ff7cd13b" [timeZone]="+0000" [eventName]="Microsoft-Windows-Sysmon/Operational" [eventSource]="Microsoft-Windows-Sysmon" [eventId]="3" [eventType]="Information" [domain]="NT AUTHORITY" [computer]="DC.OrgC_Domain.local" [user]="SYSTEM" [userSID]="S-1-5-18" [userSIDAcctType]="User" [eventTime]="Mar 13 2017 21:50:18" [deviceTime]="Mar 13 2017 21:50:18" [msg]="Network connection detected:UtcTime: 2017-03-13 21:50:17.698ProcessGuid: {0031B1CC-B653-58C6-0000-0010ECB30F00}ProcessId: 3132Image: C:\\Program Files\\AccelOps\\Server\\AoWinAgtMgr.exeUser: ORGC_DOMAIN\\AdministratorProtocol: tcpInitiated: trueSourceIsIpv6: trueSourceIp: 0:0:0:0:0:0:0:1SourceHostname: DC.OrgC_Domain.localSourcePort: 55458SourcePortName: DestinationIsIpv6: trueDestinationIp: 0:0:0:0:0:0:0:1DestinationHostname: DC.OrgC_Domain.localDestinationPort: 443DestinationPortName: https"
